,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,company_name,email,home_page,phone_number,street_address,updated,url
1406,1406,19,,CBA LLC,logistics@cba.az,www.cba.az,+994 12 5965957,"Abdulla Shaig Str, AZ1000  Yasamal D-t, Azerbaijan",,http://www.cargoyellowpages.com/en/azerbaijan/baku/page_01.html
1407,1407,20,,DGM SUPPORT BV,billy@dgm-support.com,www.dgmsupport.com,+994 12 433 2169,"Royal Park Development, Commercial Complex 1, 2nd Floor, Yeni Yasamal District, AZ1138 Baku, Azerbaijan",,http://www.cargoyellowpages.com/en/azerbaijan/baku/page_01.html
1408,1408,21,,DGT LOGISTICS LTD,,www.dgtlog.com,+994 12 436 8107,"KerMur Plaza, Basti Bagirova Str, 615th Quater, AZ1065 Baku, Azerbaijan",,http://www.cargoyellowpages.com/en/azerbaijan/baku/page_01.html
1409,1409,22,,DIALOG FREIGHT LIMITED,azerbaijan@universalfreightorg.com,www.dialogfreight.im,+994 12 598 0071,"2nd Floor Caspian Plzaz III, 44 Jafar Jabbarli Street, AZ1065 Baku, Azerbaijan",,http://www.cargoyellowpages.com/en/azerbaijan/baku/page_01.html
1410,1410,23,,ECOVICE LOGISTICS CO LTD,,www.ecovice.co.kr,+994 12 436 8268,"44 J Jabbarly, Caspian Plaza 2, 13FL, Baku, Azerbaijan",,http://www.cargoyellowpages.com/en/azerbaijan/baku/page_01.html
1411,1411,24,,FORMAG-BAKU,baku@formag.com,www.formag.com,+994 12 437 2319,"3A Hasan Aliyev Street, AZ1078 Baku, Azerbaijan",,http://www.cargoyellowpages.com/en/azerbaijan/baku/page_01.html
1412,1412,25,,FORWARD CARGO SERVICES LTD,office@forward-cargo.az,www.forward-cargo.az,+994 12 4367511,"44 J Jabbarli Street, Caspian Plaza Building, AZ1083 Baku, Azerbaijan",,http://www.cargoyellowpages.com/en/azerbaijan/baku/page_01.html
1413,1413,26,,GLOBALINK LOGISTICS GROUP,baku@globalinkllc.com,www.globalinkllc.com,+994 14 447 3111,"25A Teimur Aliev St, AZ1130 Baku, Azerbaijan",,http://www.cargoyellowpages.com/en/azerbaijan/baku/page_01.html
1414,1414,27,,M&M MILITZER & MUNCH BAKU LTD,mumazbk@mumnet.com,www.mumnet.com,+994 12 464 4227,"AGA Center, 55 Khojali Avenue, AZ1025 Baku, Azerbaijan",,http://www.cargoyellowpages.com/en/azerbaijan/baku/page_01.html
1415,1415,28,,AG GLOBAL LOGISTIC LTD.,office@aggl.az,www.aggl.az,+994 12 436 7666,"Caspian Plaza Building, 3D Floor, 44 J. Jabarly Str.,  AZ-1065, Azerbaijan",,http://www.cargoyellowpages.com/en/azerbaijan/baku/page_01.html
1416,1416,29,,EGT EXPRESS AZ,p.gurbanova@egt.cz,www.egt.cz,+99412 596 49 19,"Samed Vurgun 92/A, AZ 1000 Baku, Azerbaijan",,http://www.cargoyellowpages.com/en/azerbaijan/baku/page_01.html
1417,1417,30,,IKRA AZERBAYCAN,ikra.baku@ikralojistik.com,www.ikralojistik.com,+994 1 2597 0496,"Baku, Azerbaijan",,http://www.cargoyellowpages.com/en/azerbaijan/baku/page_02.html
1418,1418,31,,RAHUL SHIPPING,ron@rahulshipping.com,www.rahulshipping.com,+99412 497 18 15,"Balababa Mejidov street 22B, Baku City, AZ1009 Baku, Azerbaijan",,http://www.cargoyellowpages.com/en/azerbaijan/baku/page_02.html
1419,1419,32,,RRL LOGISTICS BAKU,info@rrl-baku.com,www.russian-rail-logistics.de,+994-12-497 5343,"C. Cabbarli 40. Caspian Business Centre 9.th floor, Baku 1025, Azerbaijan",,http://www.cargoyellowpages.com/en/azerbaijan/baku/page_02.html
1420,1420,33,,SILK WAY SHIPPING,s.purin@silkwayshipping.com,www.silkwayshipping.com,,"23 A.Rajabli street, 1052 Baku, Azerbaijan",,http://www.cargoyellowpages.com/en/azerbaijan/baku/page_02.html
1421,1421,34,,SUBHAN TRANSPORT,subhantrans@subhantrans.com,www.subhantrans.com,+994 12 342 3406,"Samaxi sossesi 6, Xirdalan, Baku, Azerbaijan",,http://www.cargoyellowpages.com/en/azerbaijan/baku/page_02.html
1422,1422,35,,MATRIX LOGISTICS AZERBAIJAN,aida.novruzova@matrix-trans.com,www.matrix-trans.com,+(994 12) 564-8954,"AFEN Plaza, Y.V. Cemenzeminli 1996, Baku, Azerbaijan",,http://www.cargoyellowpages.com/en/azerbaijan/baku/page_02.html
1423,1423,0,,"BETTY K LINE, ABACO BAHAMAS",,www.bettyk.com,(242) 367-0593,"Don Mackay Blvd., P.O. Box AB-20116, Marsh Harbour, Abaco, Bahamas",,http://www.cargoyellowpages.com/en/bahamas/abaco/page_01.html
1424,1424,0,,FREEPORT TRANSFER LTD,freetran@coralwave.com,www.bahamasnet.com,+1 242 352-7821,"Forest Ave,  Caribbean Area, Bahamas",,http://www.cargoyellowpages.com/en/bahamas/freeport/page_01.html
1425,1425,1,,G & G SHIPPING COMPANY LIMITED,,www.gandgshipping.com,242-351-5932,"Freeport Harbour Building,  Grand Bahama, Bahamas",,http://www.cargoyellowpages.com/en/bahamas/freeport/page_01.html
1426,1426,2,,WIDE WORLD FORWARDING LTD.,freeport@wideworldforwarding.com,www.wideworldforwarding.com,(242) 352-3636,"West Atlantic Drive,  Grand Bahama, Bahamas, Bahamas",,http://www.cargoyellowpages.com/en/bahamas/freeport/page_01.html
1427,1427,0,,GHC MOVERS AND PACKERS,ghcmovers@hotmail.com,www.ghcmovers.com,2426776166,"27 Corlet Road, Nassau, West, New Providence, Bahamas","Mar, 12, 2017",http://www.cargoyellowpages.com/en/bahamas/nassau/page_01.html
1428,1428,1,,J R IMPORT AGENTS,j.r.imports@live.com,,+1 242 434-1135,"PO Box SS 6586, St Andrews Beach Estates, Nassau, Bahamas",,http://www.cargoyellowpages.com/en/bahamas/nassau/page_01.html
1429,1429,2,,LAPARKAN (BAHAMAS),wcafamily@laparkan.com,www.laparkan.com,+868-625-4775,", Bahamas",,http://www.cargoyellowpages.com/en/bahamas/nassau/page_01.html
1430,1430,3,,IMPORT EXPORT BROKERS LTD,brokersonbay@gmail.com,,+1 242 322-3960,"671 Bay Street, Nassau, Bahamas",,http://www.cargoyellowpages.com/en/bahamas/nassau/page_01.html
1431,1431,4,,"EXECUTIVE TRANSPORT EXPERTS, LTD",eteadmin@gmail.com,,+1 242 377 3191,"Bond 11, Lynden Pindling Intl Air Cargo Bldg.,  NP, Bahamas",,http://www.cargoyellowpages.com/en/bahamas/nassau/page_01.html
1432,1432,5,,"BETTY K LINE, NASSAU BAHAMAS",,www.bettyk.com,(242) 322-2142,"East St. North, Kelly's Dock, P.O. Box N-351, Nassau, Bahamas",,http://www.cargoyellowpages.com/en/bahamas/nassau/page_01.html
1433,1433,6,,MAILPLUS,mailplusbahamas@gmail.com,www.mailplusbahamas.com,242-328-1801,"36 Boyd Rd. off Nassau Street, Opposite Twin Brothers, Nassau, Bahamas",,http://www.cargoyellowpages.com/en/bahamas/nassau/page_01.html
1434,1434,7,,"SUN EXPRESS CARGO, INC. - BAHAMAS",info@sunexpresscargo.com,www.sunexpresscargo.com,+1 (242) 325-1940,"52 Utilities House #2, Poinciana Drive, , Nassau, Bahamas",,http://www.cargoyellowpages.com/en/bahamas/nassau/page_01.html
1435,1435,8,,"TROPIX-AIR, COURIER SERVICE",,www.tropixairltd.com‎,+1 242-393-0644,"Parkgate Road,  NP, Bahamas",,http://www.cargoyellowpages.com/en/bahamas/nassau/page_01.html
1436,1436,9,,WIDE WORLD FORWARDING LTD.,nassau@wideworldforwarding.com,www.wideworldforwarding.com,(242) 377-5605,"Sir Lynden Pindling Intl. Airport,  New Providence, Bahamas",,http://www.cargoyellowpages.com/en/bahamas/nassau/page_01.html
1437,1437,10,,ZIPX BAHAMAS LTD - NASSAU,info@zipxbahamas.com,www.zipxbahamas.com,(242) 702-0241,"Coral Harbour Rd.,, Bahamas",,http://www.cargoyellowpages.com/en/bahamas/nassau/page_01.html
1438,1438,0,,TAKHLEES CLEARING & FORWARDING CO.,alarabi@takhlees.biz,www.takhlees.biz,+97317291726,"Building 876, Road 4216, Block 342 AlGurayfah. P.O. Box 5367, Manama - Bahrain","Mar, 07, 2013",http://www.cargoyellowpages.com/en/bahrain/al-gurayfah/page_01.html
1439,1439,0,,IBP CARGO & CONSTRUCTION WLL,gm@ibpgroup.me,ibpgroup.me,+97339668276,"Warehouse 209, Building 2000, Road 1527, Al Hidd, Bahrain","Apr, 11, 2017",http://www.cargoyellowpages.com/en/bahrain/al-hidd/page_01.html
1440,1440,0,,BAHRAIN INTERNATIONAL CARGO SERVICES WLL,mohammed.omran@bicskanoo.com,,+973 1732 1332,"Zubarah Avenue, Inside BAS, Bahrain Airport, Bahrain",,http://www.cargoyellowpages.com/en/bahrain/bahrain/page_01.html
1441,1441,1,,CARGO ADVISER,info@cargoadviser.com,www.cargoadviser.com,+973 3645 1125,"Door 364 Road 3215, Block 323, Aldair, Almuharaq, Bahrain",,http://www.cargoyellowpages.com/en/bahrain/bahrain/page_01.html
1442,1442,2,,ALMOAYED WILHELMSEN LTD,wss.bahrain@wilhelmsen.com,www.wilhelmsen.com/shipsservice,+973 1781 3000,"Mina Salman Industrial Area no 5, Gate 301, Road 4306, Bahrain, Bahrain",,http://www.cargoyellowpages.com/en/bahrain/bahrain/page_01.html
1443,1443,3,,AGILITY BAHRAIN,info@agilitylogistics.com,www.agilitylogistics.com,+973 1733 9448,", Bahrain",,http://www.cargoyellowpages.com/en/bahrain/bahrain/page_01.html
1444,1444,4,,ALMOAYYED AGIL FREIGHT LOGISTICS,bahrain@agilfreight.com,www.agilfreight.com,+973 7701 2445,"Flat No 21-II Floor, Building 1540, Road 4338, Block 243, Bahrain, Bahrain",,http://www.cargoyellowpages.com/en/bahrain/bahrain/page_01.html
1445,1445,5,,ALSHARIF INTERNATIONAL FREIGHT SERVICES,shipco@batelco.com.bh,,+973 1772 3366,"Avenue 42, Building 62, Manama, Ghurayfah, Bahrain",,http://www.cargoyellowpages.com/en/bahrain/bahrain/page_01.html
1446,1446,6,,CITY LINK CARGO SERVICES,rizwan.fayyaz@clgoc.com,www.clgoc.com,+973 1721 4153,"PO Box 22183, Bahrain, Bahrain",,http://www.cargoyellowpages.com/en/bahrain/bahrain/page_01.html
1447,1447,7,,TURK LOGISTICS AND HEAVY TRANSPORT,bahrain@universalfreightorg.com,www.turktransport.biz,+973 1770 0165,"Building 2/1496, Road 2630, Block 626, El Eker, Bahrain",,http://www.cargoyellowpages.com/en/bahrain/bahrain/page_01.html
1448,1448,0,,AL SAYED JAFFAR ALKHABBAZ CARGO SERVICES,alkhabbazcargo@gmail.com,,,"Road 3431, Block 1034, Building W913, Alkiya, Bahrain","Apr, 13, 2016",http://www.cargoyellowpages.com/en/bahrain/malkiya/page_01.html
1449,1449,0,,ASIA CARGO & PACKING,info@asiacargobh.com,www.asiacargobh.com,+973-17534599,"Building 367, Road 1805, Block 318 Al Hoor, Manama, Bahrain","Dec, 13, 2017",http://www.cargoyellowpages.com/en/bahrain/manama/page_01.html
1450,1450,1,,SPEEDEX GLOBAL EXPRESS SERVICES,thakur@sehabtravel.com,,00973 17255508,"2nd Floor Yateem Center, Manama, Bab Al Bahrain","Jul, 31, 2016",http://www.cargoyellowpages.com/en/bahrain/manama/page_01.html
1451,1451,2,,CAPITAL GATE,capital.agency@rocketmail.com,,+97337770565,BUHAIR / AL RIFFA,"Jan, 04, 2016",http://www.cargoyellowpages.com/en/bahrain/manama/page_01.html
1452,1452,3,,MAXICON SHIPPING AGENCY,azeez@maxbah.com,www.maxbah.com,+973 3322 7737,"Raed Building, Office 212, Building 1501, Road 2116, Block 321, Manama / Al Qudaybiyah, Kingdom...","May, 25, 2014",http://www.cargoyellowpages.com/en/bahrain/manama/page_01.html
1453,1453,4,,POSTA PLUS (GLOBAL CARGO & TRAVELLERS SERVICES),customers@postaplus.com,www.postaplus.com,+973 1753 3811,"P.O. Box 13977, Manama, Bahrain","Mar, 07, 2013",http://www.cargoyellowpages.com/en/bahrain/manama/page_01.html
1454,1454,5,,MARS FREIGHTS,adil.turk@marsfreights.com,marsfreights.com,+97317258811,"Off No 12 Building 283 Road 1704 Diplomatic Area 317, Manama, Bahrain","Mar, 07, 2013",http://www.cargoyellowpages.com/en/bahrain/manama/page_01.html
1455,1455,6,,AHMADI PACKING & FORWARDING,phinnyjoseph@apfbahrain.com,www.apfbahrain.com,+973 1740 2176,"PO Box 20267, Manama, Kingdom of Bahrain","Sep, 05, 2012",http://www.cargoyellowpages.com/en/bahrain/manama/page_01.html
1456,1456,7,,ABLE FREIGHT XPRESS,info@afxpress.net,www.afxpress.net,+973 1753 1426,"Office No 1, Al Baraka Complex, Manama, Bahrain",,http://www.cargoyellowpages.com/en/bahrain/manama/page_01.html
1457,1457,8,,ALMOAYED GROUP WLL,,www.almoayedgroup.com,+973 17 828828,"PO Box 933, Manama, Bahrain",,http://www.cargoyellowpages.com/en/bahrain/manama/page_01.html
1458,1458,9,,DANZAS BAHRAIN WLL,jonathan.johnston@dhl.com,www.dhl.com,+973 1772 8151,"PO BOX 56, Manama, Bahrain",,http://www.cargoyellowpages.com/en/bahrain/manama/page_01.html
1459,1459,10,,CHARLES KENDALL FREIGHT,ckfbah@charleskendall.com,www.charleskendall.com,+973 1772 5737,"PO Box 45, Manama, Bahrain",,http://www.cargoyellowpages.com/en/bahrain/manama/page_01.html
1460,1460,11,,AL-AMAL TRAVEL TOURS & CARGO WLL,hisham@alamaltravel.com,www.alamaltravel.com,+973 1729 3001,"PO Box 5067, Manama, Bahrain",,http://www.cargoyellowpages.com/en/bahrain/manama/page_01.html
1461,1461,12,,AL FATEH CLEARING & SERVICES,alfatehest@hotmail.com,,+973 17 258827,"Flat No 1, Bldg 32, Khalaf Alasfoor Road, Manama, Bahrain",,http://www.cargoyellowpages.com/en/bahrain/manama/page_01.html
1462,1462,13,,ATLAS TRAVEL & CARGO WLL,info@atlastravel-cargo.com,www.atlastravel-cargo.com,+973 1727 3220,"Shop 94, Bldg. 51, Central Market Avenue, Manama 314, Bahrain",,http://www.cargoyellowpages.com/en/bahrain/manama/page_01.html
1463,1463,14,,BAHRAIN INTERNATIONAL CARGO SERVICES WLL,mohammed.shafiq@bicskanoo.com,www.bics.com.bh,+973 1782 8656,"Bldg 21, Road 3703, Block 337, Umm Al Hassam Ave (Opp Moon Plaza Hotel), Mahooz, Manama, Bahrain",,http://www.cargoyellowpages.com/en/bahrain/manama/page_01.html
1464,1464,15,,CLASSIC CARGO AND COURIER,info@classiccargo.net,www.classiccargo.net,+973 1728 0685,"Shop 134P, Road 354, Block 306, Near Shifa Al Jazeera Clinic, Manama 5445, Bahrain",,http://www.cargoyellowpages.com/en/bahrain/manama/page_01.html
1465,1465,16,,DYNAMIC FREIGHT,dynamic@batelco.com.bh,www.dynamicfreight.net,+973 1729 5858,"Shop 65 G, Road No. 2003, Building No. 69, Block 320, Al Hoora, Manama 1644, Bahrain",,http://www.cargoyellowpages.com/en/bahrain/manama/page_01.html
1466,1466,17,,MARS FREIGHTS,adil.turk@marsfreights.com,www.marsfreights.com,+973 1725 8811,"PO Box 511, Manama, Bahrain",,http://www.cargoyellowpages.com/en/bahrain/manama/page_01.html
1467,1467,18,,MEBS INTERNATIONAL,info@mebs-intl.com,www.mebs-intl.com,+973 1753 3101,"Suite #26, Q-House, Road #1802, Hoora, Manama 318, Bahrain",,http://www.cargoyellowpages.com/en/bahrain/manama/page_01.html
1468,1468,19,,ARIBA LOGISTICS,ariba@aribalogistics.com,www.aribalogistics.com,+973 3839 9906,"PO Box 15644, Manama, Bahrain",,http://www.cargoyellowpages.com/en/bahrain/manama/page_01.html
1469,1469,20,,SUCCESS SHIPPING LOGISTICS SERVICES COMPANY WLL,info@success-shipping.com,www.success-shipping.com,+973 1729 0075,"PO Box 24883, Manama, Bahrain",,http://www.cargoyellowpages.com/en/bahrain/manama/page_01.html
1470,1470,21,,CONSOLIDATED SHIPPING LINE,info@cslbahrain.com,www.cssdubai.com,+973 1754 0106,"Old Palace Avenue, Office No.1, Block No.318, Building No.21, Ground Floor, Manama, Bahrain",,http://www.cargoyellowpages.com/en/bahrain/manama/page_01.html
1471,1471,22,,CROWN WORLDWIDE MOVERS,bahrain@crownrelo.com,www.crownworldwide.com,+973 1722 7598,"Suite 704, 7th Floor, Entrance 4, Manama Center, Government Avenue, Manama, Bahrain",,http://www.cargoyellowpages.com/en/bahrain/manama/page_01.html
1472,1472,23,,ELITE SHIPPING AGENCY,elitecgo@batelco.com.bh,,+973 1729 0405,"4th Floor, Al Muntaza Building, Hoora, Manama 973, Bahrain",,http://www.cargoyellowpages.com/en/bahrain/manama/page_01.html
1473,1473,24,,GOLDEN TRANSPORTER CARGO,golden.transporter@gmail.com,,+973 7705 1999,"334 Rd 5510 Blk 555, Budaiya, Bahrain",,http://www.cargoyellowpages.com/en/bahrain/manama/page_01.html
1474,1474,25,,INTERCITY EXPRESS,jahskoya@classiccargo.net,www.classiccargo.net,+973 1728 1424,"A division of Classic Cargo & Courier, Manama 3117, Bahrain",,http://www.cargoyellowpages.com/en/bahrain/manama/page_01.html
1475,1475,26,,MOON SHIPPING & CARGO SERVICES,moonshpg@batelco.com.bh,,+973 1722 8793,"PO Box 26621, Manama, Bahrain",,http://www.cargoyellowpages.com/en/bahrain/manama/page_01.html
1476,1476,27,,GULF AGENCY CO (BAHRAIN) WLL,peter.gronberg@gacworld.com,www.gacworld.com,+973 1733 9777,"Road 20, Area Muharraq 224, GLS Premises, Kingdom of Bahrain, Manama, Bahrain",,http://www.cargoyellowpages.com/en/bahrain/manama/page_01.html
1477,1477,28,,NEW AGE SHIPPING WLL,gm@nascoship.com,www.nascoship.com,+973 1724 4293,"PO Box #75283, Office #308 Building #178 Road #907, Manama, Bahrain",,http://www.cargoyellowpages.com/en/bahrain/manama/page_01.html
1478,1478,29,,ORIENT EXPRESS LOGISTICS,info@oel-groups.com,www.oelbahrain.com,+973 1731 1570,"PO Box 753, Hoora, Manama, Bahrain",,http://www.cargoyellowpages.com/en/bahrain/manama/page_01.html
1479,1479,30,,PAN GULF LOGISTICS CO WLL,a.haque@pglbahrain.com,www.pglbahrain.com,+973 1781 3008,"Flat No 11, Bldg-320, Road 4205, Block 342, Mina Salman 11600, Manama, Bahrain",,http://www.cargoyellowpages.com/en/bahrain/manama/page_02.html
1480,1480,31,,PIC PAC INTERNATIONAL WLL,info@picpacintl.com,www.picpacintl.com,+973 1772 7332,"Flat No, Road No 3910, Bldg No 409, Block No 339, Umm Al Hassam, Manama, Bahrain",,http://www.cargoyellowpages.com/en/bahrain/manama/page_02.html
1481,1481,32,,TERMINAL LOGISTICS,terminl@batelco.com.bh,www.terminal-logistics.com,+973 1753 2229,"Office No 614, Falcon Tower, Diplomatic Area, Manama, Bahrain",,http://www.cargoyellowpages.com/en/bahrain/manama/page_02.html
1482,1482,33,,ROMA CARGO,romacargo@hotmail.com,www.romacargo.com,+973 1728 1020,"Office No 1005W, Palace Road, Manana, Bahrain",,http://www.cargoyellowpages.com/en/bahrain/manama/page_02.html
1483,1483,34,,UNION LOGISTICS COMPANY WLL,info@ulogco.com,www.ulogco.com,+973 1740 2848,"PO Box 30344, Manama, Bahrain",,http://www.cargoyellowpages.com/en/bahrain/manama/page_02.html
1484,1484,35,,TAKHLEES CLEARING AND FORWARDING,aalarabi@takhlees.com.bh,www.takhlees.biz,+973 1729 1727,"PO Box 5367, Manama 222, Bahrain",,http://www.cargoyellowpages.com/en/bahrain/manama/page_02.html
1485,1485,36,,TRANS-CONTINENTAL SHIPPING,transco@batelco.com.bh,www.transcobahrain.com,+973 1753 2989,"Office #47, Q House, Bldg No 19, Road 1802, Block 318, Manama, Bahrain",,http://www.cargoyellowpages.com/en/bahrain/manama/page_02.html
1486,1486,37,,WHITE WAY FREIGHT INTERNATIONAL,whiteway@batelco.com.bh,www.whitewayfreight.com,+973 1781 0377,"PO Box No 75911, Um Al Hassam, Manama, Bahrain",,http://www.cargoyellowpages.com/en/bahrain/manama/page_02.html
1487,1487,38,,YUSUF BIN AHMED KANOO WLL,infobah@ybakanoo.net,www.kanoo.com,+973 1722 0220,"Building No. 2, Abu Obeidha Avenue, Block 304, Road 302, Manama, Bahrain",,http://www.cargoyellowpages.com/en/bahrain/manama/page_02.html
1488,1488,0,,SWARM FREIGHT SERVICES,info@sfs.bh,www.sfs.bh,+973 1700484,"GLS  Facility, Office No. 105,Gate No. 32, Area No. 224, P.O.Box 17008 Muharraq, Bahrain","Jun, 23, 2017",http://www.cargoyellowpages.com/en/bahrain/muharraq/page_01.html
1489,1489,1,,DGI (DANGEROUS GOODS INTL) GLOBAL FORWARDING WLL,joel.calisse@dgiglobal.com,www.dgiglobal.com,+97317324911,"Office 14,Building 13 ,Road 24. Muharraq 224, Kingdom of Bahrain","May, 07, 2013",http://www.cargoyellowpages.com/en/bahrain/muharraq/page_01.html
1490,1490,2,,BRINKS LTD (BAHRAIN),brinks@batelco.com.bh,www.brinksglobal.com,+973 1732 1329,"11 Cargo Agents Building, PO Box 24255, Bahrain International Airport, Muharraq, Bahrain",,http://www.cargoyellowpages.com/en/bahrain/muharraq/page_01.html
1491,1491,3,,TRIDENT LOGISTICS,gopal@tridentlogistics.org,www.tridentlogistics.org,+973 1732 6717,"Room No:23, Building No:197, Road No:51, Block No:206, Shaikh Isa Avenue, Muharraq, Bahrain",,http://www.cargoyellowpages.com/en/bahrain/muharraq/page_01.html
1492,1492,4,,DGI GLOBAL FORWARDING (BAHRAIN) WLL,jeff.wilson@dgiglobal.com,www.dgiglobal.com,+973 1732 4911,"Building 173, Road 20, Muharraq 224, Bahrain",,http://www.cargoyellowpages.com/en/bahrain/muharraq/page_01.html
1493,1493,0,,RAFFA GATE CARGO & COURIERS,riffagate@gmail.com,,+973 1777 2113,"Shop No. 843, Road 523, Block 905, Riffa, Baharein","Mar, 14, 2018",http://www.cargoyellowpages.com/en/bahrain/riffa/page_01.html
1494,1494,1,,RAJAB CARGO,rajabbahrain@yahoo.in,www.rajabcargo.com,+973 397 20650,"Shop. 2454, Road 735, Block 907, E. Riffa, Bahrain",,http://www.cargoyellowpages.com/en/bahrain/riffa/page_01.html
1495,1495,0,,HIGH QUALITY LOGISTICS,info@hqlbahrain.com,www.hqlbahrain.com,+973 17 40 1771,"Box 3044, Shela, Manama, Kingdom of Barhain","Feb, 14, 2016",http://www.cargoyellowpages.com/en/bahrain/sehla/page_01.html
1496,1496,0,,INCHCAPE SHIPPING SERVICES,youriss.bahrain@iss-shipping.com,www.iss-shipping.com,+973 1773 9606,", Bahrain",,http://www.cargoyellowpages.com/en/bahrain/sitra/page_01.html
1497,1497,0,,MARSHAL LOGISTICS SERVICES,admin@marshalbangla.com,,+880-31-715087,"1693, Sheikh Mujib Road, Agrabad, Chittatong, India","Aug, 19, 2014",http://www.cargoyellowpages.com/en/bangladesh/agrabad/page_01.html
1498,1498,1,,SEABRIDGE SHIPPING LINES LTD.,sales@seabridgeshippingbd.com,seabridgeshipping.wordpress.com,+88031 2524954,"413/B , Azim Court, Agrabad C/A, Chittagong - 4100, Bangladesh","Nov, 28, 2012",http://www.cargoyellowpages.com/en/bangladesh/agrabad/page_01.html
1499,1499,2,,GLORY LOGISTICS LTD,ctg@glorylogisticsbd.com,www.glorylogisticsbd.com,+88 01823770560,"1807 Sk, Mujib Road (2nd Floor),  Chittagong, Bangladesh",,http://www.cargoyellowpages.com/en/bangladesh/agrabad/page_01.html
1500,1500,3,,GLORY SHIPPING CORPORATION,gloryshippingctg@gmail.com,,+88 031-251 9374,"1747 Sk. Mujib Road, floor 3, Badamtoli,  Chittatong, Bangladesh",,http://www.cargoyellowpages.com/en/bangladesh/agrabad/page_01.html
1501,1501,0,,TRANSPORT NET,jamshed@transportnetbd.com,www.transportnetbd.com,+880 (0)2 884 9096,"House No 407/8, Road No 7 (West), DOHS, Baridarah 1216, Bangladesh",,http://www.cargoyellowpages.com/en/bangladesh/baridarah/page_01.html
1502,1502,0,,TOTAL FREIGHT LTD,farooque@totalfreight.biz,www.totalfreight.biz,+880 (0)171 332 8074,"Rahman Chamber (1st Floor), Benapole Bazar,  Bangladesh, Bangladesh",,http://www.cargoyellowpages.com/en/bangladesh/benapole/page_01.html
1503,1503,1,,SPEED LOGISTICS (BD) LTD,speed.jessore@speed-bd.net,www.speed-bd.net,,"Zakir Villa, 1st Floor, Benapole Bazar, (Land Customs Station with India),  Jessore, Bangladesh",,http://www.cargoyellowpages.com/en/bangladesh/benapole/page_01.html
1504,1504,2,,LOGISTICS ONE SERVICES LTD,info@logisticsone-bd.com,www.logisticsone-bd.com,+880 (0)181 925 7550,"Sonali Bhaban, Ground Floor, Benapol Bazar,  Jessore, Bangladesh",,http://www.cargoyellowpages.com/en/bangladesh/benapole/page_01.html
1505,1505,3,,ARCH LOGISTICS SERVICES LTD (INT\'L AIR & SEA FREI...,arch@bangla.net,www.stormloader.com/arch,+880 (0)2 933 1384,"Benapole Bazar, Jessore, Bangladesh",,http://www.cargoyellowpages.com/en/bangladesh/benapole/page_01.html
1506,1506,4,,MARSHAL LOGISTICS SERVICES,admin@marshalbangla.com,www.marshalbangla.com,+880 (0)422 876246,"Opposite Custom House, Benapole Land Customs Station, Benapole Border, Bangladesh",,http://www.cargoyellowpages.com/en/bangladesh/benapole/page_01.html
1507,1507,5,,NOVO CARGO SERVICES LTD,benapole@novocargo.net,,+880 (0)4 228630,"Benapole Bazar,  Jessore, Bangladesh",,http://www.cargoyellowpages.com/en/bangladesh/benapole/page_01.html
1508,1508,6,,N HAIDER & CO (PVT) LTD,,www.nhaiderbd.com,+880 (0)4 2287 6253,"Raj Bhaban (1st Floor), Benapole Bazar,  Jessore, Bangladesh",,http://www.cargoyellowpages.com/en/bangladesh/benapole/page_01.html
1509,1509,7,,ACTIVE CARGO SERVICES LIMITED,opr-bpl@activegroup-bd.com,,+880 (0)4 228768,"Master Mansion, Opposite Hotel Portview, Benapole 7431, Jessore, Bangladesh",,http://www.cargoyellowpages.com/en/bangladesh/benapole/page_01.html
1510,1510,8,,ENEM EXPRESS LTD,,www.enemomni.com,+880 (0)363,", Bangladesh",,http://www.cargoyellowpages.com/en/bangladesh/benapole/page_01.html
1511,1511,0,,ANTOR FREIGHT INTERNATIONAL,antorfreight@gmail.com,,8801977261992,"Agrabad, Chittagong, Banglasesh","Sep, 16, 2018",http://www.cargoyellowpages.com/en/bangladesh/chittagong/page_01.html
1512,1512,1,,GENESIS INTERNATIONAL,omar@genesisbd.com,www.genesisbd.com,+880 31-2514419,"57/60, Abul Mansur Bhaban (1St Floor), Badamtoli, Agrabad C/A, Chittagong, Bangladesh","May, 28, 2018",http://www.cargoyellowpages.com/en/bangladesh/chittagong/page_01.html
1513,1513,2,,PACIFIC GROUP,prince@pmslbd.com,www.pmslbd.com,+88 031 2525873,"Akhtaruzzaman Center (Level 6), 21/22, Agrabad Commercial Area,  Chittagong-4100, Bangladesh. 3...","Apr, 10, 2018",http://www.cargoyellowpages.com/en/bangladesh/chittagong/page_01.html
1514,1514,3,,FAMOUS CARGO LINE,ope@fclbd.com,www.fclbd.com,+88 03 1252 4295,"Saber Plaza,  Floor 2, 161 Strand Road, Barik Building Moor, Chittating, 4100 Bangladesh","Dec, 17, 2017",http://www.cargoyellowpages.com/en/bangladesh/chittagong/page_01.html
1515,1515,4,,COLUMBIA ENTERPRISE LTD. CNC,cel.ctg.ibd@cncgroupbd.com,www.cncgroupbd.com,+(880-31) 711019,"NIB House (1st Flr.), 32 Agradab C/A, Chittagong 4100, Bangladesh.","Oct, 03, 2017",http://www.cargoyellowpages.com/en/bangladesh/chittagong/page_01.html
