a,Unnamed: 0,company_name,email,home_page,phone_number,street_address,url
1738,,CARGO TRADE NETWORK,tafazzel@cargotrade.net,www.cargotrade.net,+880 (0)2 967 2046,"9 Link Road, Bangla Motor (5th Floor), Dhaka 1000, Bangladesh      ",http://www.cargoyellowpages.com/en/bangladesh/dhaka/page_03.html
1739,,CENTRAL LOGISTICS PVT LTD,rashed@centrallogistics.net,www.centrallogistics.net,+880 (0)2 912 5496,"Hasney Tower (9th floor), 3/A Kawran Bazar C/A, Dhaka 1215, Bangladesh      ",http://www.cargoyellowpages.com/en/bangladesh/dhaka/page_04.html
1740,,BEST LOGISTICS LTD,info@bestlogisticsltd.com,www.bestlogisticsltd.com,+880 (0)2 893 3494,"H15 1st Floor, Lake Drive Road, Sector #07, Dhaka 1230, Bangladesh      ",http://www.cargoyellowpages.com/en/bangladesh/dhaka/page_04.html
1741,,DG INTERNATIONAL LOGISTICS COMPANY,duleepbd@gmail.com,www.dginternational.net,+880 (0)2 914 6075,"152/2/I Green Road, Panthapath, Dhaka 1205, Dhaka, Bangladesh      ",http://www.cargoyellowpages.com/en/bangladesh/dhaka/page_04.html
1742,,DIPRIKA INTERNATIONAL LTD,ashique@diprikaintl.com,www.diprikaintl.com,+880 (0)2 895 0681,"House # 08, (Gr Floor), Road # 20, Sector-3, Uttara Model Town, Dhaka 1230, Bangladesh      ",http://www.cargoyellowpages.com/en/bangladesh/dhaka/page_04.html
1743,,DRAGON EXPRESS (PVT) LTD,dragonexpress-dac@hotmail.com,www.dragonexpress-hk.com,+880 (0)2 754 9636,"Dragon Tower 5th Floor, 29/A Kazir Bagh, Dhaka 1203, Bangladesh      ",http://www.cargoyellowpages.com/en/bangladesh/dhaka/page_04.html
1744,,DRAGON EXPRESS (PVT) LTD,dragonexpress-dac@hotmail.com,www.dragonexpress-hk.com,+880 (0)2 717 4438,"Samabaya Sadan 4th Floor, 9-D Motizheel C/A, Dhaka 1000, Bangladesh      ",http://www.cargoyellowpages.com/en/bangladesh/dhaka/page_04.html
1745,,EAST WEST LOGISTICS,shahjahandhali@gmail.com,,+880 (0)171 549 1132,"F-6, 51 Free School Street, Kathalbagan, Dhanmondi, Dhaka 1205, Bangladesh      ",http://www.cargoyellowpages.com/en/bangladesh/dhaka/page_04.html
1746,,ELITE EXPRESS LTD,lokman@eliteexpressbd.com,www.eliteexpressbd.com,+880 (0)2 885 8333,"House No 143 (2nd Floor), Lane No 4, New DOHS, Mohakhali, Dhaka 1206, Bangladesh      ",http://www.cargoyellowpages.com/en/bangladesh/dhaka/page_04.html
1747,,ELEGANT INTERNATIONAL,sazzad@elegantbd.net,www.elegantbd.net,+880 (0)2 871 1116,"House No:B 181 (3rd Floor), Road:23 New Dohs, Mohakhali, Dhaka 1206, Bangladesh      ",http://www.cargoyellowpages.com/en/bangladesh/dhaka/page_04.html
1748,,ELITE CARGO LIMITED,mansur@elitecargobd.com,www.elitecargobd.com,+880 (0)2 891 4530,"House-7, Apt-B1, Road-12, Sector-1, Uttara, Dhaka 1230, Bangladesh      ",http://www.cargoyellowpages.com/en/bangladesh/dhaka/page_04.html
1749,,EMPIRE AIR & SEA LTD (EASL),shapon.bddac@empireairsea.com,www.empireairsea.com,+880 (0)2 935 9394,"Skylark Point (10th Floor), Room No: K 3, 24/A Bijoy Nagar, North South Road, Dhaka 1000, Bangladesh      ",http://www.cargoyellowpages.com/en/bangladesh/dhaka/page_04.html
1750,,EXPECTATION LOGISTICS,expect@f-lix.net,,+880 (0)2 986 2662,"Flat #3B, House #53, Road #2, Sector #13, Uttara Model Town, Dhaka 1230, Bangladesh      ",http://www.cargoyellowpages.com/en/bangladesh/dhaka/page_04.html
1751,,EXPECTATION LOGISTICS,,,+880 (0)2 986 2662,"House #80, Road #11, Block #D, Banani, Dhaka 1213, Bangladesh      ",http://www.cargoyellowpages.com/en/bangladesh/dhaka/page_04.html
1752,,EXPOBANGLA LOGISTICS LTD,lawrence@expobangla.org,www.expobangla.org,+880 (0)2 989 3007,"Richmond Concord (2nd Floor), Plot-8/A, Block-CES(F), 68 Gulshan Avenue, Gulshan 1, Dhaka 1212, Bangladesh      ",http://www.cargoyellowpages.com/en/bangladesh/dhaka/page_04.html
1753,,ENEM EXPRESS LTD,omni@bangla.net,www.enemomni.com,+880 (0)2 912 1053,"C A Bhaban (3rd Floor), 100 Kazi Nazrul Islam Avenue, Karwan Bazar, Dhaka 1215, Bangladesh      ",http://www.cargoyellowpages.com/en/bangladesh/dhaka/page_04.html
1754,,EURO SHIPPING LINES LTD,zaher@esl-wlcbd.com,www.esl-wlcbd.com,+880 (0)2 812 3052,"128/1 East Tejturi Bazar (2nd Floor), Kawran Bazar, Dhaka 1215, Bangladesh      ",http://www.cargoyellowpages.com/en/bangladesh/dhaka/page_04.html
1755,,EXPOLANKA BANGLADESH LTD,manojgupta@expofreight.com,www.expolankafreight.com,+880 (0)2 882 6728,"206/A Tejgaon Industrial Area, (Level 6 & 7), Dhaka 1208, Bangladesh      ",http://www.cargoyellowpages.com/en/bangladesh/dhaka/page_04.html
1756,,CHANNEL FREIGHT,channelf@bangla.net,,+880 (0)2 914 3600,"Suite #40-41 Ground Floor, 145 Monipuri Para, Airport Road Super Market, Tejgaon, Dhaka 1215, Bangladesh      ",http://www.cargoyellowpages.com/en/bangladesh/dhaka/page_04.html
1757,,CARGO ONE LIMITED,info@cargoonelimited.com,www.cargoonelimited.com,+880 (0)2 891 7442,"Plot #05, Road #13, Sector #01, Uttara, Dhaka 1230, Bangladesh      ",http://www.cargoyellowpages.com/en/bangladesh/dhaka/page_04.html
1758,,BLUE TRANS LOGISTICS LTD,blldac@bangla.net,,+880 (0)2 885 5741,"House #376, Lane #28, New DOHS, Mohakhali, Dhaka 1206, Bangladesh      ",http://www.cargoyellowpages.com/en/bangladesh/dhaka/page_04.html
1759,,CONEX SHIPPING (BD) AGENCIES,conex@dhaka.net,www.conex-bd.com,+880 (0)2 885 9396,"House 5, Road 3 Gulshan-1, Dhaka 1212, Bangladesh      ",http://www.cargoyellowpages.com/en/bangladesh/dhaka/page_04.html
1760,,CARGO EXPRESS LTD,info@cargoexpressltd.com,www.cargoexpressltd.com,+880 (0)2 891 7442,"House No 5, Road No 13, Sector No 1, Uttara, Dhaka 1230, Bangladesh      ",http://www.cargoyellowpages.com/en/bangladesh/dhaka/page_04.html
1761,,CONEX SHIPPING (BD) AGENCIES,conex@dhaka.net,www.conex-bd.com,+880 (0)2 989 8461,"House #5 (3nd Floor), Road #3, Gulshan-1, Gulshan, Dhaka 1212, Bangladesh      ",http://www.cargoyellowpages.com/en/bangladesh/dhaka/page_04.html
1762,,CATHEY (BD) EXPRESS SERVICES LTD,,www.catheybd.com,+880 (0)2 892 2881,"Apartment #B1, House #10, Road #15, Sector #01, Uttara, Dhaka 1230, Bangladesh      ",http://www.cargoyellowpages.com/en/bangladesh/dhaka/page_04.html
1763,,COMPLETE SHIPPING LIMITED,info@completeshipping.net,www.completeshipping.net,+880 (0)2 881 3928,"Ka-32/5/A Shajadpur (5th Floor), Gulshan, Dhaka 1212, Bangladesh      ",http://www.cargoyellowpages.com/en/bangladesh/dhaka/page_04.html
1764,,CARGO PLAN INTERNATIONAL,faizkhan@cargoplanbd.com,,+880 (0)2 989 0055,"Park Plaza, 4th Floor N-4, House #31, Road #17, Banani, Dhaka 1213, Bangladesh      ",http://www.cargoyellowpages.com/en/bangladesh/dhaka/page_04.html
1765,,CARGO EXPRESS,cargoexp@intechworld.net,,+880 (0)2 935 1989,"124/8, New Kakrail Road, Shantinagar Plaza (3rd Floor), Shantinagar, Dhaka 1000, Bangladesh      ",http://www.cargoyellowpages.com/en/bangladesh/dhaka/page_04.html
1766,,BLUE OCEAN FREIGHT SYSTEM LTD,avijit@bofsl.com,www.bofsl.com,+880 (0)2 839 1703,"Akram Tower 8th Floor, Suite 5 & 6, 15/5 Shahid Sayed Nazrul Islam Sharani, Bijoy Nagar, Dhaka 1000, Bangladesh      ",http://www.cargoyellowpages.com/en/bangladesh/dhaka/page_04.html
1767,,DART GLOBAL LOGISTICS (PRIVATE) LIMITED,azim@dartbd.com,www.dart-global.com,+880 (0)2 882 1453,"House No 2, Road No 54/A, Gulshan 2, Dhaka 1212, Bangladesh      ",http://www.cargoyellowpages.com/en/bangladesh/dhaka/page_04.html
1768,,CONQUEST EXPRESS (BD) LTD,blldac@bangla.net,,+880 (0)2 885 5741/2,"House #376, Road #28, New DOHS, Mohakhali, Dhaka 1206, Bangladesh      ",http://www.cargoyellowpages.com/en/bangladesh/dhaka/page_04.html
1769,,CALIPSO SHIPPING LOGISTIC,calypsoship@gmail.com,,+880 (0)2 851 8045,"House # 7 (Ground Floor), Road # 7, Sector # 1, Uttara Model Town, Dhaka 1230, Bangladesh      ",http://www.cargoyellowpages.com/en/bangladesh/dhaka/page_05.html
1770,,BS CARGO AGENCY,,,+880 (0)2 883 7237,"BS Tower, House No 5 (1st Floor), Rajuk Project, Marul Badda, Dhaka 1212, Bangladesh      ",http://www.cargoyellowpages.com/en/bangladesh/dhaka/page_05.html
1771,,DARTRANS LOGISTICS (PVT) LTD,dartrans@dartbd.com,,+880 (0)2 882 3787,"House No 2, Road No 54/A, Gulshan 2, Dhaka 1212, Bangladesh      ",http://www.cargoyellowpages.com/en/bangladesh/dhaka/page_05.html
1772,,BROTHERS LOGISTICS SERVICES,brothers.logistics@yahoo.com,,+880 (0)2 802 3400,"House #196/1 East Kazipara, Mirpur, Kafrul, Dhaka 1216, Bangladesh      ",http://www.cargoyellowpages.com/en/bangladesh/dhaka/page_05.html
1773,,CORPORATE TRANSPORT LTD,momen@ct-bd.com,www.ct-bd.com,+880 (0)2 882 3720,"Mehnaz Mansur Tower, 3rd Floor, House #11/A, Road #130, Gulshan-1, Dhaka 1212, Bangladesh      ",http://www.cargoyellowpages.com/en/bangladesh/dhaka/page_05.html
1774,,CARGO DISTRIBUTION NETWORK (BD) LTD,bangladesh@universalfreightorg.com,www.universalfreightorg.com,+880 (0)2 988 4978,"House No #195/A, Ground Floor, Lane #1, New DOHS, Mohakhali, Dhaka 1206, Bangladesh      ",http://www.cargoyellowpages.com/en/bangladesh/dhaka/page_05.html
1775,,DAMCO,preben.hansen@damco.com,www.damco.com,+880 (0)2 986 1960,"Plot No 76/A, Road # 11, Block - M, Banani, Dhaka 1213, Bangladesh      ",http://www.cargoyellowpages.com/en/bangladesh/dhaka/page_05.html
1776,,CONNECTING CONTINENTS LOGISTICS LTD,sandun@ccl-bd.com,www.ccl-bd.com,+880 (0)2 881 3472,"Alam Arcade (5th Floor), Plot 43, North Gulshan C/A, Dhaka 1212, Bangladesh      ",http://www.cargoyellowpages.com/en/bangladesh/dhaka/page_05.html
1777,,DC EXPRESS INTERNATIONAL LOGISTICS COMPANY,mostofa.dcex@gmail.com,www.dcinternational.bloombiz.com,+880 (0)2 865 1852,"63/64 Khaze Dewyan (Gr Floor), 2nd Lane, Dhaka 1211, Bangladesh      ",http://www.cargoyellowpages.com/en/bangladesh/dhaka/page_05.html
1778,,CONFREIGHT LOGISTICS,confreight@agni.com,,+880 (0)2 895 1238,"House No.3 (Ground Floor), Road No.14, Sector No.1, Uttara, Dhaka 1230, Bangladesh      ",http://www.cargoyellowpages.com/en/bangladesh/dhaka/page_05.html
1779,,AERO WORLD EXPRESS LTD,info@aerogroupbd.com,www.aeroworld-bd.com,+880 (0)2 896 2381,"House #03 (2nd Floor), Flat #B2, Road #12, Sector #1, Uttara Model Town, Dhaka 1230, Bangladesh      ",http://www.cargoyellowpages.com/en/bangladesh/dhaka/page_05.html
1780,,GBX LOGISTICS LTD,shamsuddin.minar@gbxlogistics.com,,+880 (0)2 986 1876,"Erectors House, 12th Floor, 18 Kemal Ataturk Avenue, Banani, Dhaka 1213, Bangladesh      ",http://www.cargoyellowpages.com/en/bangladesh/dhaka/page_05.html
1781,,GLOBE FORWARDING & FREIGHT LTD,info@gffl-move.com,www.gffl-move.com,+880 (0)2 896 2789,"Building 10, 3rd Floor, Road 6, Sector 1, Uttara, Dhaka 1230, Bangladesh      ",http://www.cargoyellowpages.com/en/bangladesh/dhaka/page_05.html
1782,,AI FREIGHT SERVICES LTD,info@aifs-bd.com,www.aifs-bd.com,+880 (0)2 881 6352,"F R Tower, Level-8, Suite # C8 and D8, 32 Kemal Ataturk Avenue, Banani, Dhaka 1213, Bangladesh      ",http://www.cargoyellowpages.com/en/bangladesh/dhaka/page_05.html
1783,,ACE BANGLADESH LTD,nilhan_jasbd@acebangladesh.com,www.jasworldwide.com,+880 (0)2 881 0356,"Sheba House 4th Floor, Plot #34, Road 46, Gulshan North, Gulshan-2, Dhaka 1212, Bangladesh      ",http://www.cargoyellowpages.com/en/bangladesh/dhaka/page_05.html
1784,,AIR SEA LOGISTICS & DISTRIBUTION,,www.asldbd.com,+880 (0)2 989 2108,"New D.O.H.S., Mohakhaki, Dhaka 1206, Bangladesh      ",http://www.cargoyellowpages.com/en/bangladesh/dhaka/page_05.html
1785,,AGEL FREIGHT SYSTEMS,angelfrtbd@gmail.com,,+880 (0)1924 821089,"27/3/D K.R Road (Gr. Floor), Posta, Lalbagh 1211, Dhaka, Bangladesh      ",http://www.cargoyellowpages.com/en/bangladesh/dhaka/page_05.html
1786,,A & A OCEAN & AIR SERVICES,info@aa-ocean-air.com,www.aa-ocean-air.com,+880 (0)2 988 6051,"House #10, Flat # DG, Road #136, Gulshan 1, Dhaka 1212, Bangladesh      ",http://www.cargoyellowpages.com/en/bangladesh/dhaka/page_05.html
1787,,AIR MARKET EXPRESS LTD,linfo@airmarketex.com,www.airmarketex.com,+880 (0)2 892 0695,"House No 7, 4th Floor, Road #5, Sector 1, Uttara C/A, Dhaka 1230, Bangladesh      ",http://www.cargoyellowpages.com/en/bangladesh/dhaka/page_05.html
1788,,AERO ASIA SEA & AIR TRANSPORTATION (ASAT),aeroasiafreight@gmail.com,www.aeroasiabd.com,+880 (0)2 989 5523,"M R Centre, Building #49 (6th Floor), Road #17, Banini C/A, Dhaka 1213, Bangladesh      ",http://www.cargoyellowpages.com/en/bangladesh/dhaka/page_05.html
1789,,AIR SEA GLOBAL FREIGHT LIMITED,info@globalfreightbd.com,www.globalfreightbd.com,+880 (0)2 871 5742,"House No 466 (3rd Floor), Road No 31, New DOHS, Mohakhali, Dhaka 1206, Bangladesh      ",http://www.cargoyellowpages.com/en/bangladesh/dhaka/page_05.html
1790,,AGENDA CARGO SYSTEMS,agendacargo@yahoo.com,,+880 (0)2 875 0311,"139/1 Akhand Villa (2nd floor), Matikata, Dhaka Cantonment, Dhaka 1206, Bangladesh      ",http://www.cargoyellowpages.com/en/bangladesh/dhaka/page_05.html
1791,,ACCESS FREIGHT SYSTEMS LTD,aa@access-freight.com,www.access-freight.com,+880 (0)2 881 5760,"House No 462, Ground Floor, Road No 31, New DOHS, Mohakhali, Dhaka 1206, Bangladesh      ",http://www.cargoyellowpages.com/en/bangladesh/dhaka/page_05.html
1792,,AIR SEA GLOBAL FREIGHT LIMITED,import@globalfreightbd.com,www.globalfreightbd.com,+880 (0)2 871 5795,"Inland Container Depot, ICD, Kamalapur, Dhaka 1000, Bangladesh      ",http://www.cargoyellowpages.com/en/bangladesh/dhaka/page_05.html
1793,,ACTIVE CARGO SERVICES LIMITED,acsl-ceo@activegroup-bd.com,www.activegroup-bd.com,+880 (0)2 899 1133/6,"3rd Floor of House #6/A, Road #2/B, Sector #11, Uttara Model Town, Dhaka 1230, Bangladesh      ",http://www.cargoyellowpages.com/en/bangladesh/dhaka/page_05.html
1794,,ACETRANS CONTAINER LINES,hero@acetransbd.com,www.acetransbd.com,+880 (0)2 881 4592,"Faiz Mansion, 5th Flr, Plot #47, Road #17, Banani C/A, Dhaka 1213, Bangladesh      ",http://www.cargoyellowpages.com/en/bangladesh/dhaka/page_05.html
1795,,AEX GROUP,info@aexgroup-bd.net,www.aexgroup-bd.net,+880 (0)2 896 0825,"House #11A, Road #10, Sector #01, Uttara, Dhaka 1230, Bangladesh      ",http://www.cargoyellowpages.com/en/bangladesh/dhaka/page_05.html
1796,,AFS SEAIR FREIGHT LTD,kamal@afsbd.com,www.afsbd.com,+880 (0)2 875 3363,"House No 458 (2nd Floor) Road No 31, New DOHS, Mohakhali, Dhaka 1206, Bangladesh      ",http://www.cargoyellowpages.com/en/bangladesh/dhaka/page_05.html
1797,,TRANS-ASIA EXPRESS LTD,info@cargobd.com,www.samadsonsgroup.com,+880 (0)2 956 4447/9,"69 Dilkusha C/A, 2nd Floor, Dhaka 1000, Bangladesh      ",http://www.cargoyellowpages.com/en/bangladesh/dhaka/page_05.html
1798,,TRANS-EUROPEAN EXPRESS & MULTIMODAL SERVICES LTD,info@skasgroup.net,www.skasgroup.net,+880 (0)2 951 4104,"31/1 Purana Paltan, Sharif Complex (6th Floor), Dhaka 1000, Bangladesh      ",http://www.cargoyellowpages.com/en/bangladesh/dhaka/page_05.html
1799,,TRANSMODAL LOGISTICS INTERNATIONAL,r.khan@transmodalbd.com,www.transmodalbd.com,+880 (0)2 911 6706,"Hasney Tower (9th Floor), 3/A Kawran Bazar C/A, Dhaka 1215, Bangladesh      ",http://www.cargoyellowpages.com/en/bangladesh/dhaka/page_06.html
1800,,TRANSPOLAR LOGISTICS,tpl@asiatelnet.com,,+880 (0)2 717 4242,"Baitul Khair (4th Floor), Suite #407, 48/A-B Purana Paltan, Dhaka 1000, Bangladesh      ",http://www.cargoyellowpages.com/en/bangladesh/dhaka/page_06.html
1801,,TRANSPORTATION LOGISTICS INT\'L (BANGLADESH) LTD,tli-bd@dominox.com,www.tlibd.net,+880 (0)2 881 5533,"Tower Hamlet, 4th Floor, 16 Kemal Ataturk Avenue, Banani, Dhaka 1213, Bangladesh      ",http://www.cargoyellowpages.com/en/bangladesh/dhaka/page_06.html
1802,,TRANSPORTATION LOGISTICS INT\'L (BANGLADESH) LTD,tli-bd@dominox.com,,+880 (0)2 881 5533,"Tower Hamlet 4th Floor, 16 Kemal Ataturk Avenue, Banani, Dhaka 1213, Bangladesh      ",http://www.cargoyellowpages.com/en/bangladesh/dhaka/page_06.html
1803,,TRANSWAY EXPRESS,transway@bttb.net.bd,,+880 (0)2 913 3700,"33 Kazi Nazrul Islam Avenue, 3rd Floor, Kawran Bazar, Dhaka 1215, Bangladesh      ",http://www.cargoyellowpages.com/en/bangladesh/dhaka/page_06.html
1804,,TRANSWAY EXPRESS,transway@bttb.net.bd,,+880 (0)2 913 3700,"House No 33 (3rd Floor), Kazi Nazrul Islam Avenue, Dhaka 1215, Bangladesh      ",http://www.cargoyellowpages.com/en/bangladesh/dhaka/page_06.html
1805,,TRANSWORLD LOGISTICS & DISTRIBUTION,fazlea.rabby@transworld-bd.biz,www.transworld-bd.biz,+880 (0)2 895 7941,"House #02 (Ground Floor), Road #14, Sector 03, Uttara Model Town, Dhaka 1230, Bangladesh      ",http://www.cargoyellowpages.com/en/bangladesh/dhaka/page_06.html
1806,,TRI-STAR CARGO SERVICE,bellal@tristarcargobd.com,www.tristarcargobd.com,+880 (0)2 841 2990,"House #430, 5th Floor, Road # 07, DOHS Baridhara, Gulshan, Dhaka 1212, Bangladesh      ",http://www.cargoyellowpages.com/en/bangladesh/dhaka/page_06.html
1807,,TRICOM FREIGHT & LOGISTICS LTD,mustaq@tricomgroupbd.com,www.tricomgroupbd.com,+880 (0)2 955 8823,"2/C, Purana Palton, Dhaka 1000, Bangladesh      ",http://www.cargoyellowpages.com/en/bangladesh/dhaka/page_06.html
1808,,TRICON GLOBAL LOGISTICS LTD,sales@mghgroup.com,www.mghgroup.com,,"10 Kazi Nazrul Islam Avenue, Kawran Bazar, Dhaka 1215, Bangladesh      ",http://www.cargoyellowpages.com/en/bangladesh/dhaka/page_06.html
1809,,TRUST CARGO SERVICES LTD,hmmahfuz@trustcargo.net,www.trustcargo.net,+880 (0)2 815 5405,"126/3 Monipuripara, (1st Floor) Tejgaon, Dhaka 1215, Bangladesh      ",http://www.cargoyellowpages.com/en/bangladesh/dhaka/page_06.html
1810,,TWEXPRESS,twe@gnbd.net,www.twebd.com,+880 (0)2 885 8207,"House No 143 (2nd Floor), Lane No 4 Eastern Road, New DOHS Mohakhali, Dhaka 1206, Bangladesh      ",http://www.cargoyellowpages.com/en/bangladesh/dhaka/page_06.html
1811,,STARLET CARGO SERVICE,raju@starletcargo.com,www.starletcargo.com,+880 (0)2 988 3850,"House No 390/H, Road No 29, New DOHS, Mohakhali, Dhaka 1206, Bangladesh      ",http://www.cargoyellowpages.com/en/bangladesh/dhaka/page_06.html
1812,,STEP ONE AIR & SEA FREIGHT,info@stepone-air.com,www.stepone-air.com,+880 (0)2 885 6702,"House No 172, Road No 03, New DOHS, Mohakhali, Dhaka 1206, Bangladesh      ",http://www.cargoyellowpages.com/en/bangladesh/dhaka/page_06.html
1813,,STEP2LOGISTICS,info@step2logistics.com,,+880 (0)2 895 8214,"House #7 (4th Floor) Road #5, Sector #1, Uttara Model Town, Dhaka 1230, Bangladesh      ",http://www.cargoyellowpages.com/en/bangladesh/dhaka/page_06.html
1814,,SUNNYTRANS INTERNATIONAL LTD,info@sunnytrans.net,www.sunnytrans.net,+880 (0)2 871 4155,"House #385, Road #28, New DOHS, Mohakhali 1206, Dhaka, Bangladesh      ",http://www.cargoyellowpages.com/en/bangladesh/dhaka/page_06.html
1815,,SWIFT LOGISTICS SERVICES LTD,info@swift-bd.com,www.swift-bd.com,+880 (0)2 988 1830,"Safura Tower (6th Floor), 20 Kamal Ataturk Av, Banani C/A, Dhaka 1213, Bangladesh      ",http://www.cargoyellowpages.com/en/bangladesh/dhaka/page_06.html
1816,,SWIFT LOGISTICS SERVICES LTD,info@swift-bd.com,www.swift-bd.com,+880 (0)2 770 2158,"Zone Service Building (3rd Floor), Dhaka Export Processing Zone, Ganakbari Savar, Dhaka, Bangladesh      ",http://www.cargoyellowpages.com/en/bangladesh/dhaka/page_06.html
1817,,TANIM AIR & SEA CARGO,tanimcargo@dhaka.net,www.tanimcargo.com,+880 (0)2 831 6638,"Mouchack Tower 4th Floor, Malibagh More, Dhaka 1217, Bangladesh      ",http://www.cargoyellowpages.com/en/bangladesh/dhaka/page_06.html
1818,,TB TRANS LOGISTICS,tbtranslog@gmail.com,,+880 (0)2 955 2103,"Century Arcade (1st Floor), Shop #95, Moghbazar, Dhaka 1217, Bangladesh      ",http://www.cargoyellowpages.com/en/bangladesh/dhaka/page_06.html
1819,,TIME FREIGHT SYSTEMS LTD,info@time-freight.biz,www.time-freight.biz,+880 (0)2 883 5771,"Rm Center (3/F), 101 Gulshan Avenue, Dhaka 1212, Bangladesh      ",http://www.cargoyellowpages.com/en/bangladesh/dhaka/page_06.html
1820,,TISTA CARGO SERVICES LTD,info@tistacargo.com,www.tistacargo.com,+880 (0)2 893 3455,"A H Tower (4th Floor) Plot No 56, Road No 2, Sector-3, Uttara C/A, Dhaka 1230, Bangladesh      ",http://www.cargoyellowpages.com/en/bangladesh/dhaka/page_06.html
1821,,TOPLINE INTERNATIONAL,toplinei@yahoo.com,,+880 (0)2 892 0422,"House No 7, 3rd Floor, Road No 5, Sector No 1, Dhaka 1230, Bangladesh      ",http://www.cargoyellowpages.com/en/bangladesh/dhaka/page_06.html
1822,,TOPSTAR CARGO SYSTEMS LTD,info@topstar-cargo.com,www.topstar-cargo.com,+880 (0)2 883 5768,"RM Center (3rd Floor), 101 Gulshan Avenue, Dhaka 1212, Bangladesh      ",http://www.cargoyellowpages.com/en/bangladesh/dhaka/page_06.html
1823,,TOPSTAR CARGO SYSTEMS LTD,dac@topstar-cargo.com,www.topstar-cargo.com,+880 (0)2 893 2711,"House #03, Road #08, Sector #01, ZIA International Airport, Kurmitola, Uttara Model Town, Dhaka 1230, Bangladesh      ",http://www.cargoyellowpages.com/en/bangladesh/dhaka/page_06.html
1824,,TOTAL FREIGHT LTD,farooque@totalfreight.biz,www.totalfreight.biz,,"91 Suhrawardy Avenue, Baridhara, Dhaka 1212, Bangladesh      ",http://www.cargoyellowpages.com/en/bangladesh/dhaka/page_06.html
1825,,TOWER FREIGHT LOGISTICS LTD,nurul@towerfreight.com,www.towerfreight.com,+880 (0)2 886 1024,"Richmond Concord (2nd Floor), Plot 8/A, Block CES (F), 68 Gulshan Avenue, Gulshan 1, Dhaka 1212, Bangladesh, Bangladesh      ",http://www.cargoyellowpages.com/en/bangladesh/dhaka/page_06.html
1826,,TRANS-BANGLA LOGISTICS LTD,motiur@trans-bangla.com,www.trans-bangla.com,+880 (0)2 893 3125,"House #17 (Ground Floor), Road #11, Sector #1, Uttara, Dhaka 1230, Bangladesh      ",http://www.cargoyellowpages.com/en/bangladesh/dhaka/page_06.html
1827,,SEAGOLD SUPPLY CHAIN MANAGEMENT LTD,hasib@seagoldlimited.com,www.seagoldlimited.com,+880 (0)171 643 3052,"44F/6 West Panthopath, 4th Floor, Dhaka 1215, Bangladesh      ",http://www.cargoyellowpages.com/en/bangladesh/dhaka/page_06.html
1828,,SHAMS CONTAINER LINE,shamsdac@dhaka.net,,+880 (0)2 755 4074,"Abbas Uddin Complex, 88/3 North Jatrabari (3rd Floor),  1204, Bangladesh      ",http://www.cargoyellowpages.com/en/bangladesh/dhaka/page_06.html
1829,,SCAN FREIGHT SYSTEM,,,,"House No 141, 3rd Floor, Road No 1 Dohs, Baridhara, Dhaka 1206, Bangladesh      ",http://www.cargoyellowpages.com/en/bangladesh/dhaka/page_07.html
1830,,SAT SEA-AIR TRANSPORT,cdn-bd@siriusbb.com,,+880 (0)2 988 4978,"House 195/A (Ground Floor), Lane 1, New DOHS, Mokakhali, Dhaka 1206, Bangladesh      ",http://www.cargoyellowpages.com/en/bangladesh/dhaka/page_07.html
1831,,SAYBOLT EXPRESS,rony@sayboltgroup.com,www.sayboltgroup.com,+880 (0)2 955 0654,"Meherba Plaza (9th & 10th Floor), 33 Topkhana Road, Dhaka 1000, Bangladesh      ",http://www.cargoyellowpages.com/en/bangladesh/dhaka/page_07.html
1832,,S M I BD LIMITED,nabiul@smilogisticsbd.com,www.smilogisticsbd.com,+880 (0)2 989 3007,"Richmond Concord (2nd Floor), Plot - 8/A, Block - CES (F), 68 Gulshan Avenue, Gulshan 1, Dhaka 1212, Bangladesh      ",http://www.cargoyellowpages.com/en/bangladesh/dhaka/page_07.html
1833,,SAIL LOGISICS LIMITED,info@sailbd.com,www.sailbd.com,+880 (0)2 871 4101,"House No.B 181 (4th Floor), Road No.23, New D.O.H.S. Mohakhali, Dhaka 1206, Bangladesh      ",http://www.cargoyellowpages.com/en/bangladesh/dhaka/page_07.html
1834,,SAILORS SHIPPING LTD,sailors@dominox.com,www.sailorsshipping.com,+880 (0)2 988 4435,"Tower Hamlet, 4th Floor, 16 Kemal Ataturk Avenue, Banani, Dhaka 1213, Bangladesh      ",http://www.cargoyellowpages.com/en/bangladesh/dhaka/page_07.html
1835,,SAILORS SHIPPING LTD,,,+880 (0)2 895 2613,"House #19, Road #6, Sector #1, Uttara (Behind Cargo Village), Dhaka Airport, Dhaka, Bangladesh      ",http://www.cargoyellowpages.com/en/bangladesh/dhaka/page_07.html
1836,,SALWA CORPORATION,infosalwa@dhaka.net,,+880 (0)2 719 1042,"188/1 Motijheel Circular Road, Ismail Chamber (3rd Floor), Dhaka 1000, Bangladesh      ",http://www.cargoyellowpages.com/en/bangladesh/dhaka/page_07.html
1837,,SAMICO LOGISTICS SERVICES LTD,lutfor@samico.biz,www.samico.biz,+880 (0)2 717 4195,"201 Nawab Ali Tower, Level 2, 24/A Purana Paltan, Dhaka 1000, Bangladesh      ",http://www.cargoyellowpages.com/en/bangladesh/dhaka/page_07.html
